"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"TUR","FINCORP","TOT","RT","A","2016",6.354189,
"TUR","FINCORP","TOT","RT","A","2017",6.775269,
"TUR","FINCORP","TOT","RT","A","2018",5.320636,
"TUR","FINCORP","TOT","RT","A","2019",5.14879,
"TUR","FINCORP","TOT","RT","A","2020",5.671195,
"NOR","FINCORP","TOT","RT","A","1995",10.25281,
"NOR","FINCORP","TOT","RT","A","1996",9.01397,
"NOR","FINCORP","TOT","RT","A","1997",7.141603,
"NOR","FINCORP","TOT","RT","A","1998",7.559643,
"NOR","FINCORP","TOT","RT","A","1999",6.538804,
"NOR","FINCORP","TOT","RT","A","2000",6.85243,
"NOR","FINCORP","TOT","RT","A","2001",7.964324,
"NOR","FINCORP","TOT","RT","A","2002",9.014504,
"NOR","FINCORP","TOT","RT","A","2003",8.050279,
"NOR","FINCORP","TOT","RT","A","2004",6.949229,
"NOR","FINCORP","TOT","RT","A","2005",6.140261,
"NOR","FINCORP","TOT","RT","A","2006",5.574229,
"NOR","FINCORP","TOT","RT","A","2007",5.750479,
"NOR","FINCORP","TOT","RT","A","2008",9.790817,
"NOR","FINCORP","TOT","RT","A","2009",7.242723,
"NOR","FINCORP","TOT","RT","A","2010",6.020704,
"NOR","FINCORP","TOT","RT","A","2011",6.567724,
"NOR","FINCORP","TOT","RT","A","2012",4.756859,
"NOR","FINCORP","TOT","RT","A","2013",4.082984,
"NOR","FINCORP","TOT","RT","A","2014",3.751775,
"NOR","FINCORP","TOT","RT","A","2015",3.511304,
"NOR","FINCORP","TOT","RT","A","2016",3.402114,
"NOR","FINCORP","TOT","RT","A","2017",3.245903,
"NOR","FINCORP","TOT","RT","A","2018",3.256122,
"NOR","FINCORP","TOT","RT","A","2019",3.027835,
"NOR","FINCORP","TOT","RT","A","2020",3.125822,
"KOR","FINCORP","TOT","RT","A","2008",6.929589,
"KOR","FINCORP","TOT","RT","A","2009",5.838675,
"KOR","FINCORP","TOT","RT","A","2010",5.817384,
"KOR","FINCORP","TOT","RT","A","2011",6.900243,
"KOR","FINCORP","TOT","RT","A","2012",6.518704,
"KOR","FINCORP","TOT","RT","A","2013",6.447456,
"KOR","FINCORP","TOT","RT","A","2014",7.048043,
"KOR","FINCORP","TOT","RT","A","2015",7.16604,
"KOR","FINCORP","TOT","RT","A","2016",7.000658,
"KOR","FINCORP","TOT","RT","A","2017",6.630929,
"KOR","FINCORP","TOT","RT","A","2018",6.996482,
"KOR","FINCORP","TOT","RT","A","2019",6.599391,
"KOR","FINCORP","TOT","RT","A","2020",6.789344,
"SWE","FINCORP","TOT","RT","A","1995",5.671884,
"SWE","FINCORP","TOT","RT","A","1996",4.436626,
"SWE","FINCORP","TOT","RT","A","1997",3.909146,
"SWE","FINCORP","TOT","RT","A","1998",3.575604,
"SWE","FINCORP","TOT","RT","A","1999",2.921993,
"SWE","FINCORP","TOT","RT","A","2000",2.837192,
"SWE","FINCORP","TOT","RT","A","2001",2.844013,
"SWE","FINCORP","TOT","RT","A","2002",3.569237,
"SWE","FINCORP","TOT","RT","A","2003",3.055832,
"SWE","FINCORP","TOT","RT","A","2004",2.995617,
"SWE","FINCORP","TOT","RT","A","2005",2.87107,
"SWE","FINCORP","TOT","RT","A","2006",2.738602,
"SWE","FINCORP","TOT","RT","A","2007",3.008251,
"SWE","FINCORP","TOT","RT","A","2008",4.620605,
"SWE","FINCORP","TOT","RT","A","2009",3.546308,
"SWE","FINCORP","TOT","RT","A","2010",3.216867,
"SWE","FINCORP","TOT","RT","A","2011",3.512084,
"SWE","FINCORP","TOT","RT","A","2012",3.136745,
"SWE","FINCORP","TOT","RT","A","2013",2.814142,
"SWE","FINCORP","TOT","RT","A","2014",2.581009,
"SWE","FINCORP","TOT","RT","A","2015",2.468272,
"SWE","FINCORP","TOT","RT","A","2016",2.462402,
"SWE","FINCORP","TOT","RT","A","2017",2.449459,
"SWE","FINCORP","TOT","RT","A","2018",2.568161,
"SWE","FINCORP","TOT","RT","A","2019",2.341627,
"SWE","FINCORP","TOT","RT","A","2020",2.290652,
"BEL","FINCORP","TOT","RT","A","1995",5.417064,
"BEL","FINCORP","TOT","RT","A","1996",5.184492,
"BEL","FINCORP","TOT","RT","A","1997",4.188355,
"BEL","FINCORP","TOT","RT","A","1998",2.672035,
"BEL","FINCORP","TOT","RT","A","1999",2.752951,
"BEL","FINCORP","TOT","RT","A","2000",2.470779,
"BEL","FINCORP","TOT","RT","A","2001",2.446433,
"BEL","FINCORP","TOT","RT","A","2002",2.837011,
"BEL","FINCORP","TOT","RT","A","2003",2.822405,
"BEL","FINCORP","TOT","RT","A","2004",2.506337,
"BEL","FINCORP","TOT","RT","A","2005",2.502687,
"BEL","FINCORP","TOT","RT","A","2006",2.302129,
"BEL","FINCORP","TOT","RT","A","2007",2.264056,
"BEL","FINCORP","TOT","RT","A","2008",2.749086,
"BEL","FINCORP","TOT","RT","A","2009",2.368698,
"BEL","FINCORP","TOT","RT","A","2010",2.272598,
"BEL","FINCORP","TOT","RT","A","2011",2.279594,
"BEL","FINCORP","TOT","RT","A","2012",2.393882,
"BEL","FINCORP","TOT","RT","A","2013",2.280377,
"BEL","FINCORP","TOT","RT","A","2014",2.262815,
"BEL","FINCORP","TOT","RT","A","2015",2.115034,
"BEL","FINCORP","TOT","RT","A","2016",2.368786,
"BEL","FINCORP","TOT","RT","A","2017",2.342663,
"BEL","FINCORP","TOT","RT","A","2018",2.393559,
"BEL","FINCORP","TOT","RT","A","2019",2.370295,
"BEL","FINCORP","TOT","RT","A","2020",2.683005,
"ESP","FINCORP","TOT","RT","A","1995",5.860255,
"ESP","FINCORP","TOT","RT","A","1996",4.437723,
"ESP","FINCORP","TOT","RT","A","1997",3.161261,
"ESP","FINCORP","TOT","RT","A","1998",2.783553,
"ESP","FINCORP","TOT","RT","A","1999",2.890388,
"ESP","FINCORP","TOT","RT","A","2000",3.15707,
"ESP","FINCORP","TOT","RT","A","2001",3.47304,
"ESP","FINCORP","TOT","RT","A","2002",4.154201,
"ESP","FINCORP","TOT","RT","A","2003",3.768131,
"ESP","FINCORP","TOT","RT","A","2004",3.598316,
"ESP","FINCORP","TOT","RT","A","2005",3.743263,
"ESP","FINCORP","TOT","RT","A","2006",3.731247,
"ESP","FINCORP","TOT","RT","A","2007",4.393637,
"ESP","FINCORP","TOT","RT","A","2008",6.50717,
"ESP","FINCORP","TOT","RT","A","2009",6.036099,
"ESP","FINCORP","TOT","RT","A","2010",7.013185,
"ESP","FINCORP","TOT","RT","A","2011",7.195927,
"ESP","FINCORP","TOT","RT","A","2012",7.553435,
"ESP","FINCORP","TOT","RT","A","2013",5.631733,
"ESP","FINCORP","TOT","RT","A","2014",4.740364,
"ESP","FINCORP","TOT","RT","A","2015",4.590358,
"ESP","FINCORP","TOT","RT","A","2016",4.363874,
"ESP","FINCORP","TOT","RT","A","2017",4.052882,
"ESP","FINCORP","TOT","RT","A","2018",4.286622,
"ESP","FINCORP","TOT","RT","A","2019",4.139048,
"ESP","FINCORP","TOT","RT","A","2020",4.995749,
"FIN","FINCORP","TOT","RT","A","1995",15.49941,
"FIN","FINCORP","TOT","RT","A","1996",10.96481,
"FIN","FINCORP","TOT","RT","A","1997",7.352032,
"FIN","FINCORP","TOT","RT","A","1998",4.946445,
"FIN","FINCORP","TOT","RT","A","1999",3.755711,
"FIN","FINCORP","TOT","RT","A","2000",3.782894,
"FIN","FINCORP","TOT","RT","A","2001",4.00408,
"FIN","FINCORP","TOT","RT","A","2002",4.268778,
"FIN","FINCORP","TOT","RT","A","2003",3.66004,
"FIN","FINCORP","TOT","RT","A","2004",3.269892,
"FIN","FINCORP","TOT","RT","A","2005",2.776168,
"FIN","FINCORP","TOT","RT","A","2006",2.448382,
"FIN","FINCORP","TOT","RT","A","2007",2.634293,
"FIN","FINCORP","TOT","RT","A","2008",3.870607,
"FIN","FINCORP","TOT","RT","A","2009",3.444331,
"FIN","FINCORP","TOT","RT","A","2010",3.771529,
"FIN","FINCORP","TOT","RT","A","2011",5.103199,
"FIN","FINCORP","TOT","RT","A","2012",4.747288,
"FIN","FINCORP","TOT","RT","A","2013",3.566943,
"FIN","FINCORP","TOT","RT","A","2014",3.351282,
"FIN","FINCORP","TOT","RT","A","2015",2.966159,
"FIN","FINCORP","TOT","RT","A","2016",2.925979,
"FIN","FINCORP","TOT","RT","A","2017",2.951105,
"FIN","FINCORP","TOT","RT","A","2018",3.316738,
"FIN","FINCORP","TOT","RT","A","2019",3.181491,
"FIN","FINCORP","TOT","RT","A","2020",3.362559,
"ISR","FINCORP","TOT","RT","A","2001",19.10817,
"ISR","FINCORP","TOT","RT","A","2002",27.23217,
"ISR","FINCORP","TOT","RT","A","2003",11.11297,
"ISR","FINCORP","TOT","RT","A","2004",7.213388,
"ISR","FINCORP","TOT","RT","A","2005",4.677053,
"ISR","FINCORP","TOT","RT","A","2006",5.737362,
"ISR","FINCORP","TOT","RT","A","2007",7.280058,
"ISR","FINCORP","TOT","RT","A","2008",20.75123,
"ISR","FINCORP","TOT","RT","A","2009",5.568405,
"ISR","FINCORP","TOT","RT","A","2010",4.818977,
"ISR","FINCORP","TOT","RT","A","2011",7.004103,
"ISR","FINCORP","TOT","RT","A","2012",6.128085,
"ISR","FINCORP","TOT","RT","A","2013",5.351605,
"ISR","FINCORP","TOT","RT","A","2014",5.20264,
"ISR","FINCORP","TOT","RT","A","2015",5.641833,
"ISR","FINCORP","TOT","RT","A","2016",7.001627,
"ISR","FINCORP","TOT","RT","A","2017",6.443717,
"ISR","FINCORP","TOT","RT","A","2018",6.16327,
"ISR","FINCORP","TOT","RT","A","2019",5.21122,
"LUX","FINCORP","TOT","RT","A","1995",1.338908,
"LUX","FINCORP","TOT","RT","A","1996",1.215687,
"LUX","FINCORP","TOT","RT","A","1997",1.076633,
"LUX","FINCORP","TOT","RT","A","1998",0.9664763,
"LUX","FINCORP","TOT","RT","A","1999",0.8076855,
"LUX","FINCORP","TOT","RT","A","2000",0.7655286,
"LUX","FINCORP","TOT","RT","A","2001",0.7841157,
"LUX","FINCORP","TOT","RT","A","2002",0.732136,
"LUX","FINCORP","TOT","RT","A","2003",0.6966758,
"LUX","FINCORP","TOT","RT","A","2004",0.680382,
"LUX","FINCORP","TOT","RT","A","2005",0.6649793,
"LUX","FINCORP","TOT","RT","A","2006",0.6716047,
"LUX","FINCORP","TOT","RT","A","2007",0.6510594,
"LUX","FINCORP","TOT","RT","A","2008",0.7944523,
"LUX","FINCORP","TOT","RT","A","2009",0.5974986,
"LUX","FINCORP","TOT","RT","A","2010",0.4931346,
"LUX","FINCORP","TOT","RT","A","2011",0.5853531,
"LUX","FINCORP","TOT","RT","A","2012",0.6274982,
"LUX","FINCORP","TOT","RT","A","2013",0.5970711,
"LUX","FINCORP","TOT","RT","A","2014",0.6164858,
"LUX","FINCORP","TOT","RT","A","2015",0.5820819,
"LUX","FINCORP","TOT","RT","A","2016",0.5785614,
"LUX","FINCORP","TOT","RT","A","2017",0.5417631,
"LUX","FINCORP","TOT","RT","A","2018",0.5638214,
"LUX","FINCORP","TOT","RT","A","2019",0.5137492,
"LUX","FINCORP","TOT","RT","A","2020",0.4797584,
"FRA","FINCORP","TOT","RT","A","1995",4.307561,
"FRA","FINCORP","TOT","RT","A","1996",4.134307,
"FRA","FINCORP","TOT","RT","A","1997",3.860984,
"FRA","FINCORP","TOT","RT","A","1998",3.547941,
"FRA","FINCORP","TOT","RT","A","1999",3.088222,
"FRA","FINCORP","TOT","RT","A","2000",2.830316,
"FRA","FINCORP","TOT","RT","A","2001",3.031856,
"FRA","FINCORP","TOT","RT","A","2002",3.342896,
"FRA","FINCORP","TOT","RT","A","2003",3.129223,
"FRA","FINCORP","TOT","RT","A","2004",3.090089,
"FRA","FINCORP","TOT","RT","A","2005",2.964399,
"FRA","FINCORP","TOT","RT","A","2006",2.853263,
"FRA","FINCORP","TOT","RT","A","2007",3.465585,
"FRA","FINCORP","TOT","RT","A","2008",4.72581,
"FRA","FINCORP","TOT","RT","A","2009",4.067525,
"FRA","FINCORP","TOT","RT","A","2010",4.272087,
"FRA","FINCORP","TOT","RT","A","2011",5.334017,
"FRA","FINCORP","TOT","RT","A","2012",4.906982,
"FRA","FINCORP","TOT","RT","A","2013",4.536481,
"FRA","FINCORP","TOT","RT","A","2014",4.686724,
"FRA","FINCORP","TOT","RT","A","2015",4.485037,
"FRA","FINCORP","TOT","RT","A","2016",4.331419,
"FRA","FINCORP","TOT","RT","A","2017",4.259973,
"FRA","FINCORP","TOT","RT","A","2018",4.917879,
"FRA","FINCORP","TOT","RT","A","2019",4.817296,
"FRA","FINCORP","TOT","RT","A","2020",5.379333,
"DNK","FINCORP","TOT","RT","A","1995",4.928701,
"DNK","FINCORP","TOT","RT","A","1996",4.144764,
"DNK","FINCORP","TOT","RT","A","1997",3.233784,
"DNK","FINCORP","TOT","RT","A","1998",2.782932,
"DNK","FINCORP","TOT","RT","A","1999",2.346083,
"DNK","FINCORP","TOT","RT","A","2000",2.09549,
"DNK","FINCORP","TOT","RT","A","2001",2.929818,
"DNK","FINCORP","TOT","RT","A","2002",3.613317,
"DNK","FINCORP","TOT","RT","A","2003",3.468487,
"DNK","FINCORP","TOT","RT","A","2004",3.391719,
"DNK","FINCORP","TOT","RT","A","2005",2.604394,
"DNK","FINCORP","TOT","RT","A","2006",2.3657,
"DNK","FINCORP","TOT","RT","A","2007",2.681097,
"DNK","FINCORP","TOT","RT","A","2008",4.121815,
"DNK","FINCORP","TOT","RT","A","2009",3.235129,
"DNK","FINCORP","TOT","RT","A","2010",2.895365,
"DNK","FINCORP","TOT","RT","A","2011",2.890044,
"DNK","FINCORP","TOT","RT","A","2012",2.93857,
"DNK","FINCORP","TOT","RT","A","2013",2.690356,
"DNK","FINCORP","TOT","RT","A","2014",2.499813,
"DNK","FINCORP","TOT","RT","A","2015",2.299909,
"DNK","FINCORP","TOT","RT","A","2016",1.914032,
"DNK","FINCORP","TOT","RT","A","2017",1.936802,
"DNK","FINCORP","TOT","RT","A","2018",2.048018,
"DNK","FINCORP","TOT","RT","A","2019",1.972118,
"DNK","FINCORP","TOT","RT","A","2020",1.947577,
"AUT","FINCORP","TOT","RT","A","1995",7.11634,
"AUT","FINCORP","TOT","RT","A","1996",6.071865,
"AUT","FINCORP","TOT","RT","A","1997",5.116105,
"AUT","FINCORP","TOT","RT","A","1998",4.572857,
"AUT","FINCORP","TOT","RT","A","1999",3.965879,
"AUT","FINCORP","TOT","RT","A","2000",3.715198,
"AUT","FINCORP","TOT","RT","A","2001",3.981365,
"AUT","FINCORP","TOT","RT","A","2002",3.877804,
"AUT","FINCORP","TOT","RT","A","2003",3.63178,
"AUT","FINCORP","TOT","RT","A","2004",3.479472,
"AUT","FINCORP","TOT","RT","A","2005",2.531266,
"AUT","FINCORP","TOT","RT","A","2006",2.385463,
"AUT","FINCORP","TOT","RT","A","2007",2.276675,
"AUT","FINCORP","TOT","RT","A","2008",3.182175,
"AUT","FINCORP","TOT","RT","A","2009",2.642299,
"AUT","FINCORP","TOT","RT","A","2010",2.557332,
"AUT","FINCORP","TOT","RT","A","2011",2.737478,
"AUT","FINCORP","TOT","RT","A","2012",2.475214,
"AUT","FINCORP","TOT","RT","A","2013",2.324434,
"AUT","FINCORP","TOT","RT","A","2014",2.216746,
"AUT","FINCORP","TOT","RT","A","2015",2.105227,
"AUT","FINCORP","TOT","RT","A","2016",2.286402,
"AUT","FINCORP","TOT","RT","A","2017",2.091053,
"AUT","FINCORP","TOT","RT","A","2018",2.38271,
"AUT","FINCORP","TOT","RT","A","2019",2.447208,
"AUT","FINCORP","TOT","RT","A","2020",2.791209,
"EST","FINCORP","TOT","RT","A","1995",5.34726,
"EST","FINCORP","TOT","RT","A","1996",2.89947,
"EST","FINCORP","TOT","RT","A","1997",3.002352,
"EST","FINCORP","TOT","RT","A","1998",5.728763,
"EST","FINCORP","TOT","RT","A","1999",4.226497,
"EST","FINCORP","TOT","RT","A","2000",2.602277,
"EST","FINCORP","TOT","RT","A","2001",2.677245,
"EST","FINCORP","TOT","RT","A","2002",2.43058,
"EST","FINCORP","TOT","RT","A","2003",3.028902,
"EST","FINCORP","TOT","RT","A","2004",2.376094,
"EST","FINCORP","TOT","RT","A","2005",2.791821,
"EST","FINCORP","TOT","RT","A","2006",4.58823,
"EST","FINCORP","TOT","RT","A","2007",4.66666,
"EST","FINCORP","TOT","RT","A","2008",5.19981,
"EST","FINCORP","TOT","RT","A","2009",5.17079,
"EST","FINCORP","TOT","RT","A","2010",4.365036,
"EST","FINCORP","TOT","RT","A","2011",4.417201,
"EST","FINCORP","TOT","RT","A","2012",4.130226,
"EST","FINCORP","TOT","RT","A","2013",3.379472,
"EST","FINCORP","TOT","RT","A","2014",3.531743,
"EST","FINCORP","TOT","RT","A","2015",4.207784,
"EST","FINCORP","TOT","RT","A","2016",4.036691,
"EST","FINCORP","TOT","RT","A","2017",3.590333,
"EST","FINCORP","TOT","RT","A","2018",3.530141,
"EST","FINCORP","TOT","RT","A","2019",2.95812,
"EST","FINCORP","TOT","RT","A","2020",3.394271,
"HUN","FINCORP","TOT","RT","A","1995",16.23175,
"HUN","FINCORP","TOT","RT","A","1996",12.09258,
"HUN","FINCORP","TOT","RT","A","1997",8.626591,
"HUN","FINCORP","TOT","RT","A","1998",7.919119,
"HUN","FINCORP","TOT","RT","A","1999",4.025695,
"HUN","FINCORP","TOT","RT","A","2000",2.461974,
"HUN","FINCORP","TOT","RT","A","2001",1.44821,
"HUN","FINCORP","TOT","RT","A","2002",1.633008,
"HUN","FINCORP","TOT","RT","A","2003",1.88369,
"HUN","FINCORP","TOT","RT","A","2004",2.093531,
"HUN","FINCORP","TOT","RT","A","2005",1.588244,
"HUN","FINCORP","TOT","RT","A","2006",1.594475,
"HUN","FINCORP","TOT","RT","A","2007",1.335939,
"HUN","FINCORP","TOT","RT","A","2008",1.48721,
"HUN","FINCORP","TOT","RT","A","2009",1.542492,
"HUN","FINCORP","TOT","RT","A","2010",1.38854,
"HUN","FINCORP","TOT","RT","A","2011",1.396975,
"HUN","FINCORP","TOT","RT","A","2012",1.310036,
"HUN","FINCORP","TOT","RT","A","2013",1.344212,
"HUN","FINCORP","TOT","RT","A","2014",1.337216,
"HUN","FINCORP","TOT","RT","A","2015",1.185884,
"HUN","FINCORP","TOT","RT","A","2016",0.8314217,
"HUN","FINCORP","TOT","RT","A","2017",0.9553053,
"HUN","FINCORP","TOT","RT","A","2018",1.503407,
"HUN","FINCORP","TOT","RT","A","2019",0.9979004,
"HUN","FINCORP","TOT","RT","A","2020",1.056608,
"JPN","FINCORP","TOT","RT","A","1995",14.03652,
"JPN","FINCORP","TOT","RT","A","1996",16.58012,
"JPN","FINCORP","TOT","RT","A","1997",18.81323,
"JPN","FINCORP","TOT","RT","A","1998",17.38463,
"JPN","FINCORP","TOT","RT","A","1999",15.06992,
"JPN","FINCORP","TOT","RT","A","2000",17.82343,
"JPN","FINCORP","TOT","RT","A","2001",17.72726,
"JPN","FINCORP","TOT","RT","A","2002",19.17159,
"JPN","FINCORP","TOT","RT","A","2003",12.96266,
"JPN","FINCORP","TOT","RT","A","2004",12.01072,
"JPN","FINCORP","TOT","RT","A","2005",8.051875,
"JPN","FINCORP","TOT","RT","A","2006",8.108322,
"JPN","FINCORP","TOT","RT","A","2007",9.747089,
"JPN","FINCORP","TOT","RT","A","2008",12.68242,
"JPN","FINCORP","TOT","RT","A","2009",10.94097,
"JPN","FINCORP","TOT","RT","A","2010",11.72045,
"JPN","FINCORP","TOT","RT","A","2011",11.89455,
"JPN","FINCORP","TOT","RT","A","2012",10.43223,
"JPN","FINCORP","TOT","RT","A","2013",10.01633,
"JPN","FINCORP","TOT","RT","A","2014",9.166928,
"JPN","FINCORP","TOT","RT","A","2015",10.16803,
"JPN","FINCORP","TOT","RT","A","2016",9.493539,
"JPN","FINCORP","TOT","RT","A","2017",9.219362,
"JPN","FINCORP","TOT","RT","A","2018",9.678209,
"JPN","FINCORP","TOT","RT","A","2019",10.84762,
"JPN","FINCORP","TOT","RT","A","2020",9.462034,
"SVN","FINCORP","TOT","RT","A","1995",4.290038,
"SVN","FINCORP","TOT","RT","A","1996",4.359813,
"SVN","FINCORP","TOT","RT","A","1997",4.575823,
"SVN","FINCORP","TOT","RT","A","1998",4.683134,
"SVN","FINCORP","TOT","RT","A","1999",4.415267,
"SVN","FINCORP","TOT","RT","A","2000",4.528028,
"SVN","FINCORP","TOT","RT","A","2001",5.405183,
"SVN","FINCORP","TOT","RT","A","2002",5.587846,
"SVN","FINCORP","TOT","RT","A","2003",5.408652,
"SVN","FINCORP","TOT","RT","A","2004",5.216086,
"SVN","FINCORP","TOT","RT","A","2005",5.971356,
"SVN","FINCORP","TOT","RT","A","2006",5.300177,
"SVN","FINCORP","TOT","RT","A","2007",4.805155,
"SVN","FINCORP","TOT","RT","A","2008",7.126966,
"SVN","FINCORP","TOT","RT","A","2009",7.028633,
"SVN","FINCORP","TOT","RT","A","2010",6.954531,
"SVN","FINCORP","TOT","RT","A","2011",7.827554,
"SVN","FINCORP","TOT","RT","A","2012",7.901341,
"SVN","FINCORP","TOT","RT","A","2013",6.42442,
"SVN","FINCORP","TOT","RT","A","2014",4.980492,
"SVN","FINCORP","TOT","RT","A","2015",4.628214,
"SVN","FINCORP","TOT","RT","A","2016",4.485994,
"SVN","FINCORP","TOT","RT","A","2017",4.383671,
"SVN","FINCORP","TOT","RT","A","2018",4.49146,
"SVN","FINCORP","TOT","RT","A","2019",4.226695,
"SVN","FINCORP","TOT","RT","A","2020",4.792423,
"PRT","FINCORP","TOT","RT","A","1995",4.56038,
"PRT","FINCORP","TOT","RT","A","1996",4.316109,
"PRT","FINCORP","TOT","RT","A","1997",3.843884,
"PRT","FINCORP","TOT","RT","A","1998",3.440553,
"PRT","FINCORP","TOT","RT","A","1999",3.600257,
"PRT","FINCORP","TOT","RT","A","2000",3.768526,
"PRT","FINCORP","TOT","RT","A","2001",3.664207,
"PRT","FINCORP","TOT","RT","A","2002",3.910769,
"PRT","FINCORP","TOT","RT","A","2003",3.198169,
"PRT","FINCORP","TOT","RT","A","2004",2.900269,
"PRT","FINCORP","TOT","RT","A","2005",2.761058,
"PRT","FINCORP","TOT","RT","A","2006",2.417876,
"PRT","FINCORP","TOT","RT","A","2007",2.580636,
"PRT","FINCORP","TOT","RT","A","2008",3.064451,
"PRT","FINCORP","TOT","RT","A","2009",3.078443,
"PRT","FINCORP","TOT","RT","A","2010",3.430634,
"PRT","FINCORP","TOT","RT","A","2011",4.623085,
"PRT","FINCORP","TOT","RT","A","2012",4.371279,
"PRT","FINCORP","TOT","RT","A","2013",4.148907,
"PRT","FINCORP","TOT","RT","A","2014",4.057125,
"PRT","FINCORP","TOT","RT","A","2015",4.184312,
"PRT","FINCORP","TOT","RT","A","2016",4.531579,
"PRT","FINCORP","TOT","RT","A","2017",4.365015,
"PRT","FINCORP","TOT","RT","A","2018",4.602428,
"PRT","FINCORP","TOT","RT","A","2019",4.597089,
"PRT","FINCORP","TOT","RT","A","2020",4.949021,
"CZE","FINCORP","TOT","RT","A","1995",7.454302,
"CZE","FINCORP","TOT","RT","A","1996",7.273707,
"CZE","FINCORP","TOT","RT","A","1997",7.510962,
"CZE","FINCORP","TOT","RT","A","1998",8.744381,
"CZE","FINCORP","TOT","RT","A","1999",9.284256,
"CZE","FINCORP","TOT","RT","A","2000",9.430676,
"CZE","FINCORP","TOT","RT","A","2001",11.6657,
"CZE","FINCORP","TOT","RT","A","2002",11.10499,
"CZE","FINCORP","TOT","RT","A","2003",6.640442,
"CZE","FINCORP","TOT","RT","A","2004",6.85313,
"CZE","FINCORP","TOT","RT","A","2005",7.231581,
"CZE","FINCORP","TOT","RT","A","2006",7.259463,
"CZE","FINCORP","TOT","RT","A","2007",7.157092,
"CZE","FINCORP","TOT","RT","A","2008",8.09072,
"CZE","FINCORP","TOT","RT","A","2009",6.990483,
"CZE","FINCORP","TOT","RT","A","2010",6.240429,
"CZE","FINCORP","TOT","RT","A","2011",6.774433,
"CZE","FINCORP","TOT","RT","A","2012",6.002822,
"CZE","FINCORP","TOT","RT","A","2013",5.955798,
"CZE","FINCORP","TOT","RT","A","2014",5.531736,
"CZE","FINCORP","TOT","RT","A","2015",5.634158,
"CZE","FINCORP","TOT","RT","A","2016",5.514832,
"CZE","FINCORP","TOT","RT","A","2017",5.569056,
"CZE","FINCORP","TOT","RT","A","2018",5.408023,
"CZE","FINCORP","TOT","RT","A","2019",5.220679,
"CZE","FINCORP","TOT","RT","A","2020",5.178901,
"GRC","FINCORP","TOT","RT","A","1995",8.562776,
"GRC","FINCORP","TOT","RT","A","1996",6.847422,
"GRC","FINCORP","TOT","RT","A","1997",3.565378,
"GRC","FINCORP","TOT","RT","A","1998",2.547323,
"GRC","FINCORP","TOT","RT","A","1999",1.439855,
"GRC","FINCORP","TOT","RT","A","2000",2.161374,
"GRC","FINCORP","TOT","RT","A","2001",2.924513,
"GRC","FINCORP","TOT","RT","A","2002",3.954791,
